City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,Cockburn Town,21.4612,-71.1419,85.96,74,75,13.8,TC,2022-06-07 19:39:49
1,Gat,31.61,34.7642,78.4,69,0,1.3,IL,2022-06-07 19:39:02
2,Parvatsar,26.8833,74.7667,88.38,26,0,21.77,IN,2022-06-07 19:39:49
3,Punta Arenas,-53.15,-70.9167,48.22,70,75,8.05,CL,2022-06-07 19:39:35
4,Saint George,37.1041,-113.5841,101.62,13,0,5.01,US,2022-06-07 19:39:50
